NAME,EX,EY,EZ,PRXY,PRYZ,PRXZ,GXY,GYZ,GXZ
C24_SC1,11000000000.0,370000000.0,370000000.0,0.35,0.35,0.35,690000000.0,550000000.0,550000000.0
